seed,candidate,tier,include,include_reason,co_negative_weight,tag_similarity_weight,trigger_response_weight,co_target_weight,two_hop_link_count,two_hop_connectors
Any-Regular2960,Any-Regular2960,0,True,seed,0.0,0.0,0.0,0.0,0,
Any-Regular2960,LiveSlay,1,True,tier1_co_negative_direct,0.5163977794943222,0.0,0.0,0.0,0,
Any-Regular2960,AIweWereWarned,1,True,tier1_co_negative_direct,0.3202563076101742,0.0,0.0,0.0,0,
