source_author,target_author,shared_target_count,weight_co_target,layer,weight_co_negative_target
Covetoast,Potential_Initial903,2,0.1581138830084189,co_target,
Covetoast,Potential_Initial903,2,,co_negative_target,0.4472135954999578
